洋碱	11300
舒心	674000
son	78700000
危惧	158000
乖巧	1160000
support	85500000
symphony	8180000
happy	116000000
offer	363000000
魔法	14100000
案由	428000
坚强	776000
顺气	821000
间隙	278000
鞅掌	4420
悁	86600
悆	401000
悄	438000
dealer	14500000
悲	1580000
悴	152000
悻	147000
患	2410000
悧	231000
smell	7010000
roll	56800000
微风	899000
快快乐乐	109000
rolling	28600000
通讯员	1470000
扎扎实实	33100
浩大	419000
举凡	108000
宾馆	597000
time	443000000
轻而易举	104000
杯子	772000
美妙	1070000
笔调	890000
错	14600000
chair	28800000
秀美	557000
少刻	31500
锦	2300000
锾	79500
普通人	403000
怎样	3580000
坦然	638000
手脚	1690000
平整	847000
team	119000000
囹圄	233000
sigh	2200000
歌曲	3960000
嵬	149000
烙印	676000
编辑家	579000
alone	46000000
收冬	1600000
不对劲	56900
灿	743000
漂亮	3040000
汽水	897000
闻	2460000
灵	3310000
鄙	1030000
屋企	1380000
时节	15700000
糊涂	231000
暖洋洋	291000
所以	14200000
牺牲	62000
突出	3040000
力量	4360000
嘢	1060000
热度	2040000
嘡	82600
fake	40300000
嘿	777000
嘻	734000
夜晚	1220000
铺家	2260000
homesick	2400000
谎话	191000
嘏	120000
嘌	103000
空白点	101000
发育	1620000
苍老	545000
loving	33600000
槽	2440000
底止	50800
营运	1080000
假若	389000
appendix	8480000
此刻	1410000
楼阁	1120000
现下	8340000
年迈	1600000
欢迎	24700000
难处	4010000
夜半	924000
awesome	85900000
早来	3340000
山寨	1360000
送别	3040000
神色	701000
雄壮	367000
那种	6630000
店家	1290000
data	60700000
勇气	1370000
浪潮	923000
情义	1340000
so	206000000
非公式	3460000
years	132000000
齐刷刷	65600
蚺	194000
塑胶	432000
注射剂	468000
本子	459000
今晚	1640000
危险	278000
坦途	336000
抑或	741000
瑰丽	176000
藇	32900
一直	13600000
打算	2000000
藐	183000
死活	512000
藻	1040000
中间	2240000
永远	2580000
怖	1590000
教长	3040000
怆	114000
态	2050000
怀	2350000
怃	99200
怎	6430000
open	133000000
典	2430000
统统	2490000
city	172000000
天竺牡丹	102000
怲	41500
怼	137000
怹	116000
高速路	2700000
总	27200000
急	15100000
性	31000000
怪	3100000
共	30300000
法定	2160000
有意义	2630000
小屋	14700000
王朝	705000
误差	1030000
future	71700000
取道	165000
端的	1610000
策谋	314000
唯一	13200000
黑糊糊	13700
sad	26400000
灵魂	1380000
不久	1150000
多汁	2040000
宗旨	2340000
成熟	2620000
岩石	1030000
note	286000000
伴侣	158000
butterfly	23700000
大海	1830000
笃	560000
buffet	13700000
笑	23600000
笨	1500000
烦心事	105000
综合报导	3600000
drive	93400000
符	2030000
笺	418000
背侧	557000
名堂	407000
亦或	5760000
语意	252000
莫不	386000
中央	25600000
触感	1430000
slow	44000000
服务员	1720000
tears	32800000
膊	292000
峣	88600
后面	13200000
业经	3220000
热	16100000
后边	490000
outlet	25800000
显见	1590000
烁	429000
妄言	751000
狮子	1160000
烔	113000
where	146000000
车行	557000
今	34000000
宏伟	648000
肩膀	809000
肩膊	113000
子夜	338000
人困马乏	8150
来头	6000000
由于	18000000
vertical	22800000
诞辰	73000
超拔	69900
学院	6260000
太半	13100
菜谱	409000
many	163000000
一对	28500000
窨井	364000
can't	426000000
发源地	693000
月黑天	743
如果	24800000
活动	2210000
面具	1020000
差距	1680000
近期	6050000
硬气	1290000
牌子	1390000
独属	821000
沉默	1570000
肌肤	420000
力道	14000000
热情	2500000
single	86200000
不兴	3090000
謏	47400
影儿	1800000
皒皒	134000
匀净	560000
空身	39700
duty	43400000
楟	42800
凸边	372000
楷	503000
机会	8860000
参半	986000
客栈	1810000
爽朗	498000
traffic	32200000
辟	787000
完全	27300000
world	180000000
界内球	2570
艰	555000
色	29200000
到头来	86200
艴	35400
提款机	399000
系主任	2320000
夷然	7870
艮	521000
良	24100000
喧	491000
探险	367000
喂	1590000
断然	594000
喜	11000000
倍儿	1450000
喔	2140000
尊重	2390000
power	104000000
将来	22900000
未来	20100000
年载	10400000
联欢会	543000
妇女	1370000
不拘	758000
样例	1330000
接下来	63800
疲倦	824000
act	49700000
䌷	12900
mean	43300000
它	15300000
宇	6980000
安	27300000
心眼儿	297000
宏	8690000
宓	312000
宗	4550000
宜	4760000
宝	23300000
实	8770000
室	29800000
桃色	1490000
宫	3170000
hey	40800000
宵	1420000
家	46600000
部位	3080000
容	4490000
bubble	29600000
宿	14100000
估算	1280000
箑	37400
箔	1230000
山葵	1290000
简	7800000
with	794000000
何许	237000
handsome	13200000
rush	29200000
october	72300000
前头	7850000
行止	320000
箩	281000
淑女	1540000
轻省	1900000
真个	156000
as	490000000
at	852000000
合法	3300000
异样	858000
权舆	191000
中转	609000
干警	981000
幸	6530000
疏疏	57700
配偶	1250000
真丝	321000
报道	13900000
发条	8940000
多种	22800000
发展	23500000
加拿大	3150000
新兴	1670000
挫折	1980000
复本	2920000
通路	2190000
dahlia	1830000
花朵	976000
to	3790000000
名衔	968000
smile	28500000
吾人	132000
哎哟	238000
交响曲	1220000
亲自	2070000
闲雅	313000
sand	25700000
号头	9450000
small	111000000
诀窍	130000
魁	1690000
憝	64200
魂	14700000
魅	2410000
魄	649000
静止	1340000
我辈	710000
past	78200000
魔	15300000
pass	55800000
肃穆	289000
泱泱	627000
憺	231000
得力	503000
品色	71200
憨	1020000
泰然	605000
的确	2160000
legend	47500000
social	56600000
via	142000000
媠	40400
时日	20900000
做派	160000
反面	1560000
一灵真性	13300
低矮	304000
美洲	1540000
含意	472000
煌熠	40000
more	1970000000
缘故	687000
door	63100000
结局	1830000
冒险	303000
讧	59800
science	88700000
作派	2950000
讯	2820000
记	16300000
讲	3940000
根底	1920000
论	10900000
beautiful	95900000
atm	13600000
scam	15100000
本我	32100000
稳健	1230000
autumn	20600000
屋	27100000
文辞	178000
局	19400000
dress	75400000
整齐	1180000
人群	2240000
山	26200000
粉土	1830000
屯	1730000
对内	18600000
獢	68600
欢悦	468000
那儿	2890000
唶	35300
吹了	2210000
草稿	1200000
attitude	22200000
paper	77200000
唯	3870000
活计	1470000
唎	56900
在线	26900000
wasabi	1450000
信靠	2180000
密密	575000
出众	2560000
面颜	1590000
着	26500000
always	103000000
小可	538000
思路	2010000
潭奥	624000
摆龙门阵	1430
really	87800000
独身	1150000
秋令	51500
psychology	19700000
darling	12800000
highway	27100000
嘴脸	1260000
自若	269000
褐色	1340000
容或	42200
忙碌	1420000
纲要	647000
一切	21800000
number	359000000
差劲	611000
矜持	884000
地狱	1340000
阴	2020000
罩子	176000
雏型	194000
relationship	34100000
幸运儿	337000
grace	35200000
想头	3400000
院校	2590000
愚蠢	725000
不才	239000
露水	729000
什么地方	1990000
支架	966000
型态	870000
偏见	1160000
门道	375000
also	327000000
时辰	1470000
说三道四	47000
苟	604000
无声	4150000
苑	5440000
plan	63200000
圣殿	573000
苇	387000
oyster	3330000
主动	2660000
运载	824000
英	28700000
cover	127000000
早先	435000
苪	109000
尊驾	517000
若	16300000
愤怒	201000
风	15400000
gold	116000000
罐头	536000
黏涎	543
食	26500000
后附	2320000
愿	2660000
愈	1380000
意	14400000
failed	25000000
指称	2380000
审计员	124000
感	27300000
俊秀	380000
眼泪	745000
监牢	220000
苦苦	867000
评估	274000
真真	618000
机关	3900000
快捷	5480000
双重	1220000
sex	50300000
嬛	822000
sea	59200000
愿望	1100000
movie	260000000
假令	30300
嬿	206000
热力	801000
大厅	12700000
平静	1240000
烫手山芋	16900
稚	1200000
last	212000000
稠	995000
紧要	2250000
永矢	606000
播种	1640000
如金似玉	10700
另	13200000
句	6640000
古	15600000
只	21600000
可	32400000
史	16000000
台	32100000
号	68500000
叶	6410000
叵	193000
美观	1260000
栳	93300
友	21600000
客店	140000
又	24900000
双	20500000
立时	240000
尊称	1180000
叔	1550000
账单	1950000
班	15300000
sweetheart	7330000
仍	8050000
champion	29900000
特别	2470000
根	11800000
珠	3460000
核	6320000
食谱	427000
版本	25500000
特制	2810000
此时	18600000
晤谈	187000
宫殿	553000
straight	40300000
痕迹	193000
加州	1490000
整体	1920000
出席	3650000
没门儿	70700
稳静	982000
婉妙	1560
病者	7760000
snail	2470000
冥府	510000
昨日	16200000
本人	16700000
餐点	1870000
妈妈	2570000
recent	77800000
本事	778000
早餐	1890000
闲静	467000
person	72300000
滋味	1590000
这咱	1340000
单杠	462000
十月份	753000
乳酪	817000
营销	761000
愉快	2070000
收获	1980000
意味深长	47200
首次	7370000
一体	20400000
homeland	12000000
设计	2590000
couple	42200000
formal	24500000
车流	827000
孑	359000
惟独	368000
居室	1610000
理学	2690000
spring	70200000
千万	13700000
愿意	1190000
构思	409000
要是	1730000
种子	3800000
意态	71700
鎭	355000
意思	5850000
便签	956000
基础	13800000
temple	30000000
by	1820000000
anything	68100000
票价	1980000
会面	18300000
奇遇	722000
方法	40000000
橆	80700
模仿品	1090000
颜面	1590000
脑瓜	348000
终结	621000
不胜	3150000
t-shirt	37500000
争斗	778000
line	94500000
up	806000000
us	533000000
外观设计	1200000
目的	26800000
mature	26400000
咸	1420000
治疗	2710000
局部性	1720000
簸荡	55200
互相依存	108000
地位	4560000
和	57000000
咍	114000
繁忙	2730000
有时	28400000
三朋四友	49300
浓郁	1310000
傍亮	49
疲弱	722000
开山鼻祖	36200
主体	9290000
野味	446000
age	103000000
fresh	52100000
媄	202000
媅	31100
勇决	611
风格	2390000
媁	66600
当前	25300000
gossip	12500000
强壮	557000
假使	351000
石油	3120000
young	77400000
媺	533000
揭幕	728000
窝	1640000
garden	85300000
窔	85800
窎	34400
窍	473000
窈	1220000
可亲	278000
magic	66400000
人称	15500000
个儿	6860000
窳	78000
表面	9070000
威权	138000
领导人	89300
该应	6210000
臻至	45600
事情	15200000
显目	691000
奠基者	457000
奥秘	1250000
璀璨	1330000
洋洋自得	73500
真实	7770000
二月份	1040000
强有力	68500
根柢	38700
great	163000000
前半晌	387
会计师	1840000
opinion	870000000
maker	31200000
叔叔	1030000
照护	233000
笔锋	556000
工作	30800000
邃密	37400
next	1030000000
处所	350000
头绪	420000
金钱	1590000
顺心	1550000
差额	1580000
这样	6630000
个头儿	65600
汗毛	199000
baby	85400000
景象	1440000
this	1430000000
when	1120000000
隆重	1990000
走失	505000
籽实	349000
设若	52000
撺	54400
报	20800000
high	399000000
抶	39800
技	16300000
下一次	27900000
折	9590000
项	14900000
须	2860000
页	31700000
抑	1350000
顶	4040000
学术	2190000
正经	559000
自备	11300000
notebook	19600000
职守	392000
总是	23000000
八音	57700
管束	327000
双人	18800000
禀赋	46700
猫头鹰	469000
沉	1430000
move	71400000
沍	35300
沓	451000
沙	9990000
女人	10500000
perfect	101000000
事件	20900000
读法	6740000
沤	239000
礼义	839000
沬	169000
河	10900000
舞蹈	2510000
抟	148000
油	15200000
卡哇伊	291000
animal	56400000
所有	58600000
kiss	42400000
rotation	14000000
人士	3890000
颇具	403000
被	28600000
约摸	750000
绮丽	311000
累累	594000
卢	1990000
厉害	165000
卬	130000
蚺蛇	46600
意味	23900000
却	12200000
卷	4030000
许多	3710000
歌唱家	54000
花园	3140000
华	17900000
气泡	947000
半	19100000
单	20000000
午餐	1490000
大为	32000000
卑	976000
卓	13400000
卒	2060000
而是	2720000
shut	22900000
企业	3130000
牺	157000
特	23500000
情愫	628000
牡	1990000
人犯	261000
冒牌	426000
物	29400000
情感	2870000
真是	2760000
牙	5700000
片	24900000
情意	679000
左不过	36600
缺德	318000
牌	8610000
版	66500000
吾	1570000
there	332000000
吻	2070000
scene	87000000
吪	60400
贴现	2830000
否	2030000
竞技场	2230000
意乐	22100
festival	65000000
考试	1830000
后	33000000
同	28400000
多少	18400000
合	15800000
吉	14100000
各	34200000
年幼	840000
意义	2820000
龙头	3670000
籍	2540000
lot	118000000
籁	250000
圈套	516000
底座	663000
在一起	2320000
籥	65100
给力	87600
点子	406000
祠	1110000
类	25300000
devotion	5650000
皂碱	172000
信息	44900000
赢利	1680000
tonight	64700000
幸运	646000
缓慢	326000
博士	12300000
祦	389000
妹子	1690000
soap	21700000
矿山	956000
訑	38400
蜗蜒	33100
领域	647000
心肠	701000
medal	17800000
主意	750000
溪流	552000
face	81900000
艰苦	1070000
painting	25100000
传说	3840000
园囿	187000
娟秀	91700
should	311000000
jam	31300000
风韵	1010000
hope	117000000
中枢	1600000
lucky	52900000
中枪	40900
中国城	15900000
插座	847000
骗案	1120000
毑	76600
会议	2010000
毛	14400000
edition	93100000
母	15500000
娄子	103000
毋	885000
面罩	578000
表象	802000
毧	40100
流言	1050000
大街	2170000
寺院	2010000
俊美	587000
正中	947000
秋天	1180000
其中	14100000
安生	415000
旅游	2170000
菉	94200
爵士	1100000
办事处	162000
志向	2470000
家族	23300000
煦煦	58500
饮用	1340000
房	16900000
徐缓	389000
户	3840000
戱	172000
不少	2800000
戏	2840000
理儿	1180000
戋	111000
戆	165000
来由	18600000
战	12400000
力征	5820
偏辞	360000
或	30800000
我	57800000
手笔	2300000
制作者	16800000
结实	1080000
旋律	1810000
堿	107000
技术情报	22400000
保险	1370000
戛戛	37200
层楼	2830000
娓	346000
娟	1150000
娜	2870000
嚼子	39200
娘	26200000
会晤	186000
娃	1980000
威	8580000
娈	310000
娴	513000
礼拜	1210000
伙食	534000
娥	748000
完备	3050000
怡然	378000
绷簧	37900
drink	29800000
田	14300000
赝品	64000
蛎	550000
画	26100000
自由	22300000
稳当	1330000
部件	1670000
甘	5490000
可靠性	538000
甚	1940000
甜	2390000
仁慈	568000
倍数	10500000
天造地设	5380
见地	282000
在后	30200000
勍	102000
勋	923000
勇	3710000
坚固	878000
勐	352000
聪颖	184000
狱	1230000
袮	184000
独	3650000
狮	1770000
狠	1690000
狘	31100
工商业	2020000
狗	8260000
慢慢	2350000
参考	1100000
泪液	358000
开头	3660000
够格	688000
互为因果	21000
passion	29200000
套子	286000
这样子	2060000
俱佳	944000
处世之道	1160000
发源	698000
坦率	486000
早日	1200000
职责	1690000
在先	564000
流程	20700000
剑尖	533000
种田	2270000
problem	85800000
欢愉	110000
那	20000000
意愿	1190000
深刻	2200000
白银	1500000
气	8080000
inn	20900000
邴	1230000
浅易	77400
邃	203000
令导人	93000
水	35600000
邑	1090000
永	5850000
褐	749000
规程	644000
水波	582000
水泡	455000
效益	1700000
chance	49500000
身份证	2410000
不为人知	290000
橙子	653000
截止	2330000
局地	13900000
歜	68400
magnetic	17300000
歌	28500000
火辣	1210000
一道	1200000
框架	1910000
歹	486000
麭	103000
雅丽	1300000
市曹	30600
此	52900000
步	11500000
止	3440000
正	21600000
麿	928000
眼红	2350000
融和	578000
末后	2470000
味道	2110000
聿	786000
聊	2410000
职	7340000
美人	14800000
万有	30300000
白白	735000
快活	958000
强势	1010000
强劲	1040000
凋敝	80600
小广播	41400
适切	523000
强力	1430000
骨架	556000
着实	2510000
糕	1250000
糖	5330000
脑子进水	16700
虫子	1750000
个子	746000
清绮	1920
招贴	1650000
浓重	495000
study	54500000
模范	1430000
无瑕	19300
牢	1080000
妙	2580000
万有引力	548000
妖	2420000
妈	2560000
妍	1720000
如	34000000
妇	1840000
妵	35200
妮	2140000
妤	493000
妥	913000
疯	2390000
必得	464000
重大	12000000
规律	319000
冠军	1300000
疾	1590000
冠冕	212000
重新	8690000
途经	778000
word	49100000
work	136000000
风光	2220000
尽头	2110000
疗	1480000
活泼	331000
魔幻	1850000
嚆	55300
平安	4410000
very	171000000
通通	1080000
平实	317000
卫星	1790000
一应	18100000
after	399000000
小结	651000
小组	2340000
law	55300000
meaningful	19500000
深深	1550000
命危	776000
种类	10400000
僖	346000
声气	1850000
茶叶	1030000
笑容	1490000
皮面	346000
green	91700000
一度	18200000
咖啡色	421000
含蓄	750000
office	96500000
一起	2370000
理智	1170000
方式	31400000
面貌	1300000
somewhere	25300000
production	67100000
then	114000000
心神	639000
标杆	950000
safe	81700000
bang	31400000
东家	17700000
神情	927000
鄙人	270000
rocky	23100000
脱俗	534000
奠基人	37600
顶面	1860000
光亮	782000
密切	1900000
粉红色	1430000
饎	46800
logo	64400000
规范性	48900
办不到	423000
若是	1990000
饽	89200
饼	1750000
掞	189000
饵	348000
陈年	15600000
杰出	2590000
理应	1980000
饭	2550000
饤	88300
简短	1390000
蹇	418000
珠子	546000
勋章	419000
爱意	548000
情态	628000
佳绩	476000
消	4140000
逸	2290000
触觉	549000
涂	1740000
another	303000000
涕	358000
向	26300000
途	2220000
通	26500000
速	14800000
适	2370000
十全	578000
名	65600000
十六	2390000
姑夫	232000
farming	16300000
老鼻子	2700
子民	395000
业务	1540000
要	37900000
省便	37300
覃	547000
大门	18200000
含有	2540000
团体	3540000
mercy	15200000
水流	1270000
人寰	175000
爆声	1810000
房间	2020000
谢谢	2940000
大伙	889000
泥岩	116000
剺	49500
剽	97800
剧	8080000
convenient	27400000
躯体	259000
前	58400000
周六	14900000
物事	3370000
显著	393000
题目	701000
菲菲	511000
热乎	459000
编者	3220000
朝向	1060000
试样	1830000
宅子	209000
事项	2180000
嗓子	365000
榜样	2360000
去处	4760000
丽魄	181000
personality	22300000
有能力	16000000
罐	1930000
倘然	33100
字号	20700000
罄	378000
署	2270000
凡百	56800
罪	3360000
罩	1390000
烝民	6150
未几	6290000
动力	4840000
万能	19200000
凄楚	89900
溪径	387000
高慢	396000
阿拉	702000
we	468000000
网上	37300000
无论如何	451000
走兽	752000
旅途	1300000
居处	1980000
计算计	1840000
蛮荒	331000
tough	27600000
经由	5190000
书房	946000
熊瞎子	160000
必不可少	1220000
你我	22600000
享受	13500000
段数	6320000
花头	2870000
养活	1280000
当时	13200000
目光	1770000
态度	3060000
air	97700000
voice	83600000
精华	2490000
挈挈	1540
可信度	198000
课题	1520000
擂	548000
快乐	3290000
鸭	1540000
永久	2730000
讨论班	432
鸺	60600
场馆	6830000
鸿	2070000
画幅	1170000
不良	3450000
胰	454000
胸	15100000
rain	48700000
能	34800000
积极性	349000
胥	420000
胪	195000
畅	2140000
胶卷	357000
道听途说	31700
颇多	1450000
胜	3470000
这边	2860000
美丽	8980000
胆	2070000
轻风	1650000
新生	6290000
挺	2630000
如同	2070000
位子	832000
photo	138000000
雨	20800000
迟迟	1270000
娃娃	2270000
thanks	134000000
挡	2010000
界	15000000
挝	117000
挜	47600
雅	13400000
雄	4070000
彝宪	44900
轰隆	194000
挌	63500
身子	976000
地方	28000000
狭义	116000
利害	1510000
甚为	1670000
碧	2420000
绿色	2010000
攲	37700
甚且	1380000
night	103000000
security	320000000
軷	33300
教义	1130000
大	82100000
夥	380000
太	25000000
夫	14600000
天	29200000
央	2580000
夯	1330000
口语	2090000
驱力	11800
头	14200000
夹	6400000
时光	2090000
頔	167000
处	15700000
苹果电脑	1070000
夏	27400000
复	3640000
外	31500000
多	56300000
夙	379000
夜	26300000
静音	3430000
职称	1780000
marketing	51800000
pose	15100000
琼	1640000
post	341000000
金刚	2100000
理	17000000
琁	98600
岛屿	381000
偏执	249000
单独	1910000
函	2520000
宗庙	626000
bound	24300000
凡	3070000
凛	1700000
凞	51400
百叶窗	6840
那么	3540000
fight	72800000
凊	679000
凉	1770000
娃子	116000
way	127000000
净	3570000
war	77500000
凅	40400
凄	1670000
金子	1890000
true	75300000
心肝	534000
星期五	2400000
活度	2930000
向外	11100000
安详	421000
复合	849000
尽数	2590000
聪明	1800000
宫阙	235000
多个	30500000
雨燕	402000
假假若是	24800
诡计	155000
welcome	97800000
硕大	1670000
热气	3620000
要紧	2260000
部族	1460000
茅舍	77100
together	83000000
美术	2260000
reception	24700000
必需	1900000
假面	2030000
dance	91000000
祖国	2380000
zone	62300000
症候群	1830000
冗杂	40300
rhythm	20800000
brown	86200000
透亮	550000
粉红	2270000
仿讽	73200
缓缓	1120000
交易员	11500
业者	17100000
gun	42000000
发狂	1820000
brave	22400000
关于	46000000
酒店	13300000
洋	12600000
洎	173000
仿冒	525000
洵	491000
醝	36400
活	17300000
派	20500000
型式	16600000
标题	1700000
洪	2880000
冷冷清清	211000
change	345000000
语句	2080000
巾帼	43200
龊	85200
龄	2190000
龆	47100
资浅	284000
用光	457000
以内	19900000
气哼哼	117000
market	59400000
综合症	1860000
摄	2280000
宅舍	38700
组成部分	2280000
entrance	21900000
club	88000000
婵娟	91500
感谢	1710000
天职	288000
car	111000000
扎实	550000
博物馆	11700000
can	461000000
地区	27800000
heart	76500000
本源	526000
完形	1670000
心脏	558000
图案	2250000
本土	1990000
失散	515000
典范	687000
麻俐	1620
当地	7530000
心理学	2870000
朋友	17100000
本地	4550000
翘	832000
sacrifice	13900000
翌	10500000
未免	598000
奖章	1530000
邮件	2220000
坚牢	100000
曲目	1820000
午前	15000000
研讨会	254000
欲念	184000
still	353000000
境	4320000
拥趸	36600
磁力	896000
墙	2730000
花点子	434000
某处	2090000
half	64300000
not	1280000000
now	1140000000
hall	63200000
法案	1680000
牡蛎	38700
倾向性	1210000
泪	2060000
篮筐	213000
宝爸	441000
能力	21100000
共同	16900000
郅	190000
year	181000000
头疼	756000
影子	1430000
space	73700000
最后	29100000
自助餐	923000
眼前	1920000
暖和	631000
care	82900000
一径	1520000
一律	5930000
信然	34500
质料	906000
blind	37100000
泪水	1070000
财帛	115000
快	25500000
常情	101000
赫然	646000
impossible	27100000
圈子	1760000
tomorrow	28800000
size	166000000
silent	24900000
买卖	9510000
高强	569000
friend	261000000
that	474000000
宜人	819000
品红	3120000
良多	543000
帐单	492000
than	350000000
要约	5180000
喜兴	21000
除	13300000
陧	34800
险	2400000
啴啴	69600
陵	1590000
胆魄	113000
breakfast	31400000
际	1550000
每	19400000
而今	780000
陌	892000
陉	85200
陈	13700000
陋	326000
陔	141000
限	16100000
壮烈	449000
online	379000000
球场	1370000
积极	686000
勤务	315000
america	106000000
forever	54200000
轩	2060000
温乎	351000
车	23800000
我人	33000000
载	7080000
轾	43000
管制	1470000
轻	3430000
轰	1120000
溟	338000
敷	1460000
源	15400000
爱怜	462000
溍	194000
镜子	845000
title	118000000
假货	1640000
明朗	1110000
only	428000000
假冒品	385000
锦绣	311000
佳丽	597000
蚨	152000
truly	30200000
幼小	485000
蚹	71400
社会性	1640000
不论	17200000
任务	768000
不许	2880000
不讳	298000
肉感	1170000
脸庞	547000
蚝	1030000
兽	1880000
兼	9120000
兹	1790000
concert	70100000
记事	3100000
其	20800000
局部	1860000
从中	1710000
兲	316000
公	30400000
心扉	628000
全	50000000
店铺	1710000
党	10400000
从不	23800000
街巷	241000
光	27400000
先	31600000
between	169000000
农场	2160000
空余	454000
允	1380000
元	46100000
故事	16200000
最近	49300000
方才	537000
blame	14800000
师傅	1530000
水灵灵	37600
蟒蛇	1050000
星期三	1920000
街道	4230000
啊哟	801000
间隔	1240000
笼子	457000
严明	472000
伊始	1290000
款式	1570000
桑梓	223000
通常	22400000
夏季	4340000
依旧	1110000
全方位	1190000
快速	23100000
繁	15100000
chinatown	2840000
trick	32700000
地皮	582000
人身	1010000
orientation	22100000
极限	1480000
怜悯	37400
运价	1560000
脑际	362000
工厂	1980000
finish	44900000
少间	3070000
活儿	1900000
傲岸	85700
breeze	14700000
他人	6500000
家宅	444000
责任	1650000
touch	70400000
程度	21500000
在此之后	1770000
家室	134000
thinking	33500000
橘柑	31000
构件	1170000
现金	2960000
real	110000000
情爱	5070000
rules	62100000
热烈	1900000
lady	71700000
fortune	29500000
miracle	21800000
彰明较著	1810
benefit	216000000
中文	63300000
大怒	2350000
旭	2420000
